id,release_date,movie,production_budget,domestic_gross,worldwide_gross,profit,profit_percentage,primary_title,start_year,genres
62,2014,Earth to Echo,13000000,"$38,934,842",42174545,29174545,2.244195769,Earth to Echo,2014.0,"Adventure,Family,Sci-Fi"
67,2010,Easy A,8000000,"$58,401,464",76200721,68200721,8.525090125,Easy A,2010.0,"Comedy,Drama,Romance"
67,2010,Eat Pray Love,60000000,"$80,574,010",206598789,146598789,2.44331315,Eat Pray Love,2010.0,"Drama,Romance"
86,2015,Eddie the Eagle,23000000,"$15,789,389",45060480,22060480,0.9591513043000001,Eddie the Eagle,2015.0,"Biography,Comedy,Drama"
8,2010,Edge of Darkness,60000000,"$43,313,890",82812456,22812456,0.3802076,Edge of Darkness,2010.0,"Crime,Drama,Mystery"
95,2014,Edge of Tomorrow,178000000,"$100,206,256",370541256,192541256,1.0816924490000002,Edge of Tomorrow,2014.0,"Action,Sci-Fi"
68,2010,Sarah's Key,14500000,"$7,691,700",25480031,10980031,0.7572435171999999,Sarah's Key,2010.0,"Drama,War"
92,2013,Elysium,120000000,"$93,050,117",286192091,166192091,1.384934092,Elysium,2013.0,"Action,Drama,Sci-Fi"
29,2012,End of Watch,15000000,"$41,003,371",57586606,42586606,2.839107067,End of Watch,2012.0,"Action,Crime,Drama"
36,2013,Ender's Game,110000000,"$61,737,191",127983283,17983283,0.1634843909,Ender's Game,2013.0,"Action,Adventure,Fantasy"
82,2014,Endless Love,20000000,"$23,438,250",34718173,14718173,0.73590865,Endless Love,2014.0,"Drama,Romance"
88,2013,Enough Said,8000000,"$17,550,872",25621449,17621449,2.202681125,Enough Said,2013.0,"Comedy,Drama,Romance"
30,2015,Entourage,30000000,"$32,363,404",46438538,16438538,0.5479512667,Entourage,2015.0,Comedy
77,2013,Epic,100000000,"$107,518,682",262794441,162794441,1.62794441,Epic,2013.0,"Adventure,Animation,Family"
28,2013,Escape from Planet Earth,40000000,"$57,012,977",74156610,34156610,0.85391525,Escape from Planet Earth,2013.0,"Adventure,Animation,Comedy"
37,2013,Escape Plan,70000000,"$25,135,965",103735965,33735965,0.4819423571,Escape Plan,2013.0,"Action,Crime,Mystery"
3,2015,Everest,65000000,"$43,482,270",221297061,156297061,2.404570169,Everest,2015.0,"Action,Adventure,Biography"
70,2017,"Everything, Everything",10000000,"$34,121,140",61603136,51603136,5.1603136,"Everything, Everything",2017.0,"Drama,Romance"
77,2013,Evil Dead,17000000,"$54,239,856",97778356,80778356,4.7516680000000004,Evil Dead,2013.0,"Fantasy,Horror,Thriller"
72,2014,Ex Machina,13000000,"$25,440,971",38358392,25358392,1.950645538,Ex Machina,2014.0,"Drama,Mystery,Sci-Fi"
16,2014,Exodus: Gods and Kings,140000000,"$65,014,513",268314513,128314513,0.9165322357,Exodus: Gods and Kings,2014.0,"Action,Adventure,Drama"
70,2011,Extremely Loud & Incredibly Close,40000000,"$31,847,881",55247881,15247881,0.381197025,Extremely Loud & Incredibly Close,2011.0,"Adventure,Drama,Mystery"
75,2015,Eye in the Sky,13000000,"$18,704,596",35402802,22402802,1.7232924619999999,Eye in the Sky,2015.0,"Drama,Thriller,War"
85,2016,Fantastic Beasts and Where to Find Them,180000000,"$234,037,575",802402853,622402853,3.457793628,Fantastic Beasts and Where to Find Them,2016.0,"Adventure,Family,Fantasy"
60,2018,Fantastic Beasts: The Crimes of Grindelwald,200000000,"$159,555,901",652220086,452220086,2.26110043,Fantastic Beasts: The Crimes of Grindelwald,2018.0,"Adventure,Family,Fantasy"
98,2015,Fantastic Four,120000000,"$56,117,548",167849187,47849187,0.398743225,Fantastic Four,2015.0,"Action,Adventure,Drama"
40,2013,Fast & Furious 6,160000000,"$238,679,850",789300444,629300444,3.933127775,Fast & Furious 6,2013.0,"Action,Crime,Thriller"
67,2011,Fast Five,125000000,"$210,031,325",630163454,505163454,4.041307632,Fast Five,2011.0,"Action,Crime,Thriller"
53,2010,Faster,24000000,"$23,240,020",35792945,11792945,0.49137270829999996,Faster,2010.0,"Action,Crime,Drama"
56,2017,Father Figures,25000000,"$17,501,244",21038441,-3961559,-0.15846236,Father Figures,2017.0,"Adventure,Comedy,Drama"
38,2013,My Lucky Star,8000000,$0,21970000,13970000,1.74625,My Lucky Star,2013.0,"Action,Adventure,Comedy"
37,2016,Fences,24000000,"$57,682,904",64282881,40282881,1.678453375,Fences,2016.0,Drama
14,2017,Ferdinand,111000000,"$84,410,380",289847930,178847930,1.6112426130000002,Ferdinand,2017.0,"Adventure,Animation,Comedy"
91,2017,Fifty Shades Darker,55000000,"$114,434,010",381398492,326398492,5.934518036,Fifty Shades Darker,2017.0,"Drama,Romance"
97,2018,Fifty Shades Freed,55000000,"$100,407,760",371350619,316350619,5.751829436,Fifty Shades Freed,2018.0,"Drama,Romance,Thriller"
15,2016,Fifty Shades of Black,5000000,"$11,686,940",22113075,17113075,3.422615,Fifty Shades of Black,2016.0,Comedy
78,2015,Fifty Shades of Grey,40000000,"$166,167,230",570998101,530998101,13.27495253,Fifty Shades of Grey,2015.0,"Drama,Romance,Thriller"
86,2019,Fighting with My Family,11000000,"$22,958,583",39049922,28049922,2.549992909,Fighting with My Family,2019.0,"Biography,Comedy,Drama"
49,2011,Final Destination 5,40000000,"$42,587,643",155011165,115011165,2.875279125,Final Destination 5,2011.0,Horror
46,2016,Finding Dory,200000000,"$486,295,561",1021215193,821215193,4.106075965,Finding Dory,2016.0,"Adventure,Animation,Comedy"
6,2018,First Man,60000000,"$44,936,545",105203825,45203825,0.7533970833,First Man,2018.0,"Biography,Drama,History"
29,2017,Fist Fight,25000000,"$32,187,017",40286416,15286416,0.61145664,Fist Fight,2017.0,Comedy
91,2019,Five Feet Apart,7000000,"$45,729,221",80504421,73504421,10.50063157,Five Feet Apart,2019.0,"Drama,Romance"
11,2017,Flatliners,20000000,"$16,883,115",45173738,25173738,1.2586868999999998,Flatliners,2017.0,"Drama,Horror,Mystery"
23,2012,Flight,31000000,"$93,772,375",160558438,129558438,4.179304452,Flight,2012.0,"Drama,Thriller"
22,2016,Florence Foster Jenkins,29000000,"$27,383,770",56000339,27000339,0.9310461724,Florence Foster Jenkins,2016.0,"Biography,Comedy,Drama"
99,2015,Focus,65000000,"$53,862,963",168065700,103065700,1.585626154,Focus,2015.0,"Comedy,Crime,Drama"
39,2011,Footloose,24000000,"$51,802,742",62989834,38989834,1.6245764169999999,Footloose,2011.0,"Comedy,Drama,Music"
67,2010,For Colored Girls,21000000,"$37,729,698",38017873,17017873,0.8103749048000001,For Colored Girls,2010.0,Drama
48,2012,Frankenweenie,39000000,"$35,287,788",81150788,42150788,1.0807894359999999,Frankenweenie,2012.0,"Animation,Comedy,Family"
16,2013,Free Birds,55000000,"$55,750,480",110387072,55387072,1.007037673,Free Birds,2013.0,"Adventure,Animation,Comedy"
81,2016,Free State of Jones,50000000,"$20,810,036",23237252,-26762748,-0.53525496,Free State of Jones,2016.0,"Action,Biography,Drama"
55,2011,Friends with Benefits,35000000,"$55,802,754",146595891,111595891,3.188454029,Friends with Benefits,2011.0,"Comedy,Romance"
58,2011,Fright Night,30000000,"$18,298,649",40520649,10520649,0.3506883,Fright Night,2011.0,"Comedy,Horror"
75,2010,From Paris with Love,52000000,"$24,077,427",53139168,1139168,0.021907076919999997,From Paris with Love,2010.0,"Action,Crime,Thriller"
56,2013,Frozen,150000000,"$400,738,009",1272469910,1122469910,7.483132733,Frozen,2013.0,"Adventure,Animation,Comedy"
67,2015,Furious 7,190000000,"$353,007,020",1518722794,1328722794,6.993277862999999,Furious 7,2015.0,"Action,Crime,Thriller"
17,2010,Furry Vengeance,35000000,"$17,630,465",39340177,4340177,0.12400505710000001,Furry Vengeance,2010.0,"Comedy,Family"
68,2014,Fury,80000000,"$85,817,906",210315681,130315681,1.6289460130000002,Fury,2014.0,"Action,Drama,War"
13,2013,G.I. Joe: Retaliation,140000000,"$122,523,060",375740705,235740705,1.6838621790000001,G.I. Joe: Retaliation,2013.0,"Action,Adventure,Sci-Fi"
94,2018,Game Night,37000000,"$69,179,066",117378084,80378084,2.172380649,Game Night,2018.0,"Action,Comedy,Crime"
4,2013,Gangster Squad,60000000,"$46,000,903",104100903,44100903,0.73501505,Gangster Squad,2013.0,"Action,Crime,Drama"
99,2017,Geostorm,100000000,"$33,700,160",220796009,120796009,1.20796009,Geostorm,2017.0,"Action,Sci-Fi,Thriller"
97,2015,Get Hard,40000000,"$90,411,453",106511453,66511453,1.662786325,Get Hard,2015.0,"Comedy,Crime"
22,2010,Get Him to the Greek,40000000,"$61,153,526",91455875,51455875,1.286396875,Get Him to the Greek,2010.0,"Adventure,Comedy,Music"
35,2014,Get on Up,30000000,"$30,569,935",33339868,3339868,0.1113289333,Get on Up,2014.0,"Biography,Drama,Music"
49,2017,Get Out,5000000,"$176,040,665",255367951,250367951,50.0735902,Get Out,2017.0,"Horror,Mystery,Thriller"
40,2017,Ghost in the Shell,110000000,"$40,563,557",167910690,57910690,0.5264608182,Ghost in the Shell,2017.0,"Action,Drama,Sci-Fi"
73,2011,Ghost Rider: Spirit of Vengeance,57000000,"$51,774,002",149217355,92217355,1.6178483330000002,Ghost Rider: Spirit of Vengeance,2011.0,"Action,Fantasy,Thriller"
4,2016,Ghostbusters,144000000,"$128,350,574",229008658,85008658,0.5903379028,Ghostbusters,2016.0,"Action,Comedy,Fantasy"
4,2017,Gifted,7000000,"$24,801,212",36964656,29964656,4.280665143,Gifted,2017.0,Drama
36,2017,Girls Trip,28000000,"$115,108,515",140886353,112886353,4.031655464,Girls Trip,2017.0,"Comedy,Drama"
100,2019,Glass,20000000,"$111,035,005",245303505,225303505,11.26517525,Glass,2019.0,"Drama,Sci-Fi,Thriller"
6,2011,Gnomeo and Juliet,36000000,"$99,967,670",193737977,157737977,4.381610472,,,
90,2014,God's Not Dead,1150000,"$60,755,732",63777092,62627092,54.45834087,God's Not Dead,2014.0,Drama
85,2016,God's Not Dead 2,5000000,"$20,773,069",23551286,18551286,3.7102572,God's Not Dead 2,2016.0,Drama
18,2016,Gods of Egypt,140000000,"$31,153,464",138836756,-1163244,-0.008308885714,Gods of Egypt,2016.0,"Action,Adventure,Fantasy"
41,2014,Godzilla,160000000,"$200,676,069",529076069,369076069,2.306725431,Godzilla,2014.0,"Action,Adventure,Sci-Fi"
25,2019,Godzilla: King of the Monsters,170000000,"$85,576,941",299276941,129276941,0.7604525941,Godzilla: King of the Monsters,2019.0,"Action,Adventure,Fantasy"
40,2017,Going in Style,24000000,"$45,018,541",78672579,54672579,2.278024125,Going in Style,2017.0,"Comedy,Crime"
11,2010,Going the Distance,32000000,"$17,804,299",43603990,11603990,0.3626246875,Going the Distance,2010.0,"Comedy,Romance"
36,2014,Gone Girl,61000000,"$167,767,189",368567189,307567189,5.042085066,Gone Girl,2014.0,"Drama,Mystery,Thriller"
58,2015,Goosebumps,58000000,"$80,069,458",158905324,100905324,1.739746966,Goosebumps,2015.0,"Adventure,Comedy,Family"
63,2018,Goosebumps 2: Haunted Halloween,35000000,"$46,697,321",93291478,58291478,1.6654707999999998,Goosebumps 2: Haunted Halloween,2018.0,"Adventure,Comedy,Family"
16,2013,Gravity,110000000,"$274,092,705",693698673,583698673,5.306351573,Gravity,2013.0,"Drama,Sci-Fi,Thriller"
71,2018,Green Book,23000000,"$85,080,171",322034439,299034439,13.00149735,Green Book,2018.0,"Biography,Comedy,Drama"
62,2011,Green Lantern,200000000,"$116,601,172",219535492,19535492,0.09767746,Green Lantern,2011.0,"Action,Adventure,Sci-Fi"
98,2010,Green Zone,100000000,"$35,497,337",97523020,-2476980,-0.024769799999999998,Green Zone,2010.0,"Action,Drama,Thriller"
34,2010,Grown Ups,75000000,"$162,001,186",272223430,197223430,2.6296457330000003,Grown Ups,2010.0,Comedy
48,2013,Grown Ups 2,80000000,"$133,668,525",247023808,167023808,2.0877976,Grown Ups 2,2013.0,Comedy
77,2013,Grudge Match,40000000,"$29,807,260",69807260,29807260,0.7451814999999999,Grudge Match,2013.0,"Comedy,Drama,Sport"
14,2014,Guardians of the Galaxy,170000000,"$333,172,112",770867516,600867516,3.5345148,Guardians of the Galaxy,2014.0,"Action,Adventure,Comedy"
49,2017,Guardians of the Galaxy Vol. 2,200000000,"$389,813,101",862316233,662316233,3.311581165,Guardians of the Galaxy Vol. 2,2017.0,"Action,Adventure,Comedy"
13,2010,Gulliver's Travels,112000000,"$42,779,261",232017848,120017848,1.071587929,Gulliver's Travels,2010.0,"Adventure,Comedy,Family"
17,2016,Hacksaw Ridge,40000000,"$67,209,615",168904682,128904682,3.22261705,Hacksaw Ridge,2016.0,"Biography,Drama,History"
22,2016,"Hail, Caesar!",22000000,"$30,080,225",64160680,42160680,1.916394545,"Hail, Caesar!",2016.0,"Comedy,Drama,Music"
57,2011,Hall Pass,68000000,"$45,060,734",87173475,19173475,0.2819628676,Hall Pass,2011.0,"Comedy,Romance"
36,2018,Halloween,10000000,"$159,342,015",254900667,244900667,24.4900667,Halloween,2018.0,"Horror,Thriller"
14,2011,Hanna,30000000,"$40,259,119",65343694,35343694,1.178123133,Hanna,2011.0,"Action,Drama,Thriller"
27,2013,Hansel & Gretel: Witch Hunters,50000000,"$55,703,475",214949716,164949716,3.29899432,Hansel & Gretel: Witch Hunters,2013.0,"Action,Fantasy,Horror"
58,2017,Happy Death Day,5000000,"$55,683,845",125010260,120010260,24.002052,Happy Death Day,2017.0,"Horror,Mystery,Thriller"
78,2019,Happy Death Day 2U,9000000,"$28,051,045",64179495,55179495,6.131055,Happy Death Day 2U,2019.0,"Drama,Horror,Mystery"
33,2011,Happy Feet Two,135000000,"$64,006,466",157956466,22956466,0.1700478963,Happy Feet Two,2011.0,"Adventure,Animation,Comedy"
64,2010,Harry Potter and the Deathly Hallows: Part 1,125000000,"$296,131,568",960431568,835431568,6.683452544,Harry Potter and the Deathly Hallows: Part 1,2010.0,"Adventure,Fantasy,Mystery"
61,2011,Harry Potter and the Deathly Hallows: Part 2,125000000,"$381,193,157",1341693157,1216693157,9.733545256000001,Harry Potter and the Deathly Hallows: Part 2,2011.0,"Adventure,Drama,Fantasy"
83,2011,Haywire,23000000,"$18,942,396",36374700,13374700,0.5815086957,Haywire,2011.0,"Action,Drama,Thriller"
46,2014,Heaven Is for Real,12000000,"$91,386,097",100916299,88916299,7.409691583,Heaven Is for Real,2014.0,"Biography,Drama,Family"
77,2016,Hell or High Water,12000000,"$27,007,844",37584304,25584304,2.132025333,Hell or High Water,2016.0,"Action,Crime,Drama"
77,2019,Hellboy,50000000,"$21,903,748",40725492,-9274508,-0.18549016,Hellboy,2019.0,"Action,Adventure,Fantasy"
80,2013,Her,23000000,"$25,568,251",48163815,25163815,1.094078913,Her,2013.0,"Drama,Romance,Sci-Fi"
84,2014,Hercules,100000000,"$72,688,614",243388614,143388614,1.43388614,Hercules,2014.0,"Action,Adventure,Fantasy"
84,2014,Hercules,100000000,"$72,688,614",243388614,143388614,1.43388614,Hercules,2014.0,Comedy
52,2012,Here Comes the Boom,42000000,"$45,290,318",73239258,31239258,0.7437918571,Here Comes the Boom,2012.0,"Action,Comedy,Sport"
61,2010,Hereafter,50000000,"$32,746,941",108660270,58660270,1.1732053999999998,Hereafter,2010.0,"Drama,Fantasy,Romance"
56,2018,Hereditary,10000000,"$44,069,456",70133905,60133905,6.0133905,Hereditary,2018.0,"Drama,Horror,Mystery"
64,2016,Hidden Figures,25000000,"$169,607,287",231771716,206771716,8.27086864,Hidden Figures,2016.0,"Biography,Drama,History"
8,2015,Hitman: Agent 47,35000000,"$22,467,450",82182803,47182803,1.348080086,Hitman: Agent 47,2015.0,"Action,Adventure,Crime"
40,2011,Headhunters,5250000,"$1,200,010",20188740,14938740,2.8454742860000004,Headhunters,2011.0,"Action,Crime,Thriller"
58,2018,Holmes & Watson,42000000,"$30,568,743",41926605,-73395,-0.0017475000000000001,Holmes & Watson,2018.0,"Adventure,Comedy,Crime"
44,2015,Home,130000000,"$177,397,510",385997896,255997896,1.969214585,Home,2015.0,"Adventure,Animation,Comedy"
44,2015,Home,130000000,"$177,397,510",385997896,255997896,1.969214585,Home,2015.0,Documentary
44,2015,Home,130000000,"$177,397,510",385997896,255997896,1.969214585,Home,2015.0,Drama
44,2015,Home,130000000,"$177,397,510",385997896,255997896,1.969214585,Home,2015.0,Documentary
57,2017,Home Again,15000000,"$27,020,284",37336874,22336874,1.489124933,Home Again,2017.0,"Comedy,Drama,Romance"
29,2013,Homefront,22000000,"$20,158,492",51695362,29695362,1.3497891819999999,Homefront,2013.0,"Action,Thriller"
29,2013,Homefront,22000000,"$20,158,492",51695362,29695362,1.3497891819999999,Homefront,2013.0,Drama
79,2011,Hoodwinked Too! Hood vs. Evil,30000000,"$10,143,779",23353111,-6646889,-0.22156296670000003,Hoodwinked Too! Hood vs. Evil,2011.0,"Animation,Comedy,Crime"
27,2011,Hop,63000000,"$108,085,305",188657593,125657593,1.9945649680000002,Hop,2011.0,"Adventure,Animation,Comedy"
75,2012,Hope Springs,30000000,"$63,536,011",133085295,103085295,3.4361764999999997,Hope Springs,2012.0,"Comedy,Drama,Romance"
34,2011,Horrible Bosses,35000000,"$117,538,559",212417601,177417601,5.069074314,Horrible Bosses,2011.0,"Comedy,Crime"
31,2014,Horrible Bosses 2,40000000,"$54,445,357",105945357,65945357,1.648633925,Horrible Bosses 2,2014.0,"Comedy,Crime"
79,2015,Hot Pursuit,35000000,"$34,580,201",45671512,10671512,0.3049003429,Hot Pursuit,2015.0,"Action,Comedy,Crime"
10,2010,Hot Tub Time Machine,36000000,"$50,269,859",65967750,29967750,0.8324375,Hot Tub Time Machine,2010.0,"Comedy,Sci-Fi"
96,2012,Hotel Transylvania,85000000,"$148,313,048",378505812,293505812,3.4530095530000002,Hotel Transylvania,2012.0,"Animation,Comedy,Family"
42,2015,Hotel Transylvania 2,80000000,"$169,700,110",469500298,389500298,4.868753725,Hotel Transylvania 2,2015.0,"Animation,Comedy,Family"
77,2018,Hotel Transylvania 3: Summer Vacation,65000000,"$167,500,092",527079962,462079962,7.1089224920000005,Hotel Transylvania 3: Summer Vacation,2018.0,"Adventure,Animation,Comedy"
73,2012,House at the End of the Street,6900000,"$31,611,916",44103982,37203982,5.3918814489999995,House at the End of the Street,2012.0,"Drama,Horror,Thriller"
1,2010,How Do You Know,120000000,"$30,212,620",49628177,-70371823,-0.5864318583,How Do You Know,2010.0,"Comedy,Drama,Romance"
75,2017,How to Be a Latin Lover,10000000,"$32,149,404",62556228,52556228,5.255622799999999,How to Be a Latin Lover,2017.0,"Comedy,Drama"
98,2016,How to Be Single,37000000,"$46,843,513",100003780,63003780,1.702804865,How to Be Single,2016.0,"Comedy,Drama,Romance"
30,2010,How to Train Your Dragon,165000000,"$217,581,232",494870992,329870992,1.999218133,How to Train Your Dragon,2010.0,"Action,Adventure,Animation"
99,2014,How to Train Your Dragon 2,145000000,"$177,002,924",614586270,469586270,3.238526,How to Train Your Dragon 2,2014.0,"Action,Adventure,Animation"
56,2019,How to Train Your Dragon: The Hidden World,129000000,"$160,791,800",519258283,390258283,3.025258008,How to Train Your Dragon: The Hidden World,2019.0,"Action,Adventure,Animation"
89,2011,Hugo,180000000,"$73,864,507",180047784,47784,0.0002654666667,Hugo,2011.0,"Adventure,Drama,Family"
25,2016,Hunt for the Wilderpeople,2500000,"$5,205,471",23845533,21345533,8.5382132,Hunt for the Wilderpeople,2016.0,"Adventure,Comedy,Drama"
28,2011,I Am Number Four,50000000,"$55,100,437",146195159,96195159,1.92390318,I Am Number Four,2011.0,"Action,Adventure,Sci-Fi"
90,2018,I Can Only Imagine,7000000,"$83,482,352",85604221,78604221,11.22917443,I Can Only Imagine,2018.0,"Biography,Drama,Family"
58,2011,I Don't Know How She Does It,24000000,"$9,659,074",24474463,474463,0.019769291669999998,I Don't Know How She Does It,2011.0,"Comedy,Romance"
99,2018,I Feel Pretty,32000000,"$48,795,601",91553797,59553797,1.8610561559999999,I Feel Pretty,2018.0,"Comedy,Romance"
14,2014,"I, Frankenstein",65000000,"$19,075,290",74575290,9575290,0.1473121538,"I, Frankenstein",2014.0,"Action,Fantasy,Horror"
83,2017,"I, Tonya",11000000,"$30,014,534",53797409,42797409,3.890673545,"I, Tonya",2017.0,"Biography,Comedy,Drama"
52,2016,Ice Age: Collision Course,105000000,"$64,063,008",402156682,297156682,2.830063638,Ice Age: Collision Course,2016.0,"Adventure,Animation,Comedy"
14,2012,Ice Age: Continental Drift,95000000,"$161,321,843",879765137,784765137,8.260685653,Ice Age: Continental Drift,2012.0,"Adventure,Animation,Comedy"
32,2013,Identity Thief,35000000,"$134,506,920",175361578,140361578,4.010330799999999,Identity Thief,2013.0,"Adventure,Comedy,Crime"
73,2014,If I Stay,11000000,"$50,474,843",78356170,67356170,6.1232881820000005,If I Stay,2014.0,"Drama,Fantasy,Music"
45,2011,Immortals,75000000,"$83,504,017",211562435,136562435,1.8208324669999998,Immortals,2011.0,"Action,Drama,Fantasy"
1,2015,In the Heart of the Sea,100000000,"$25,020,758",89693309,-10306691,-0.10306691,In the Heart of the Sea,2015.0,"Action,Adventure,Biography"
74,2011,In Time,35000000,"$37,553,932",165103952,130103952,3.717255771,In Time,2011.0,"Action,Crime,Drama"
38,2010,Inception,160000000,"$292,576,195",835524642,675524642,4.222029013,Inception,2010.0,"Action,Adventure,Sci-Fi"
44,2018,Incredibles 2,200000000,"$608,581,744",1242520711,1042520711,5.212603555,Incredibles 2,2018.0,"Action,Adventure,Animation"
33,2016,Independence Day: Resurgence,165000000,"$103,144,286",384169424,219169424,1.328299539,Independence Day: Resurgence,2016.0,"Action,Adventure,Sci-Fi"
64,2016,Inferno,75000000,"$34,343,574",219519367,144519367,1.926924893,Inferno,2016.0,"Action,Adventure,Crime"
94,2013,Inside Llewyn Davis,11000000,"$13,248,209",32943247,21943247,1.994840636,Inside Llewyn Davis,2013.0,"Drama,Music"
98,2015,Inside Out,175000000,"$356,461,711",854235992,679235992,3.881348526,Inside Out,2015.0,"Adventure,Animation,Comedy"
63,2010,Insidious,1500000,"$54,009,150",99870886,98370886,65.58059067,Insidious,2010.0,"Horror,Mystery,Thriller"
53,2013,Insidious: Chapter 2,5000000,"$83,586,447",161921515,156921515,31.384303000000003,Insidious: Chapter 2,2013.0,"Horror,Mystery,Thriller"
51,2015,Insidious: Chapter 3,10000000,"$52,218,558",120453155,110453155,11.0453155,Insidious: Chapter 3,2015.0,"Horror,Mystery,Thriller"
45,2018,Insidious: The Last Key,10000000,"$67,745,330",167885588,157885588,15.788558800000002,Insidious: The Last Key,2018.0,"Horror,Mystery,Thriller"
20,2018,Instant Family,48000000,"$67,363,237",119736188,71736188,1.4945039169999998,Instant Family,2018.0,"Comedy,Drama"
32,2014,Interstellar,165000000,"$188,017,894",666379375,501379375,3.038662879,Interstellar,2014.0,"Adventure,Drama,Sci-Fi"
